Protein.Names	DMSO_01	DMSO_02	DMSO_03	DMSO_04	DMSO_05	DMSO_06	DMSO_07	DMSO_08	DMSO_09	DMSO_10	DMSO_11	DMSO_12	IHK44_100nM_01	IHK44_100nM_02	IHK44_100nM_03	IHK44_100nM_04	IHK44_100nM_05	IHK44_100nM_06	IHK44_125nM_01	IHK44_125nM_02	IHK44_125nM_03	IHK44_125nM_04	IHK44_125nM_05	IHK44_125nM_06	IHK44_150nM_01	IHK44_150nM_02	IHK44_150nM_03	IHK44_150nM_04	IHK44_150nM_05	IHK44_150nM_06
DDX5_HUMAN	2026110	2022410	2208430	1966800	2181200	1958430	1884930	1930600	2068660	2027030	2347610	2093610	2102320	2365560	2453610	2137890	1810690	2135940	1896300	2041340	2287030	2173200	2363030	2335320	2090300	1799130	2000180	2239100	2228980	2076510
DDX6L_HUMAN	19868.8	20668.5	24274.5	25213.9	22714.7	22708.2	17366.6	22323.7	24249.9	18902.2	22922.9	19339.4	20465.6	26400.7	22006	17000	22729	19021.3	23418.1	20296.5	16743.3	21952	20330.1	25524.2	18748.1	23746.6	18400.8	21775	15848.8	21993.5
DDX6_HUMAN	429935	451054	543447	469624	507746	489402	465303	466703	506125	521733	561929	530595	500268	518850	573046	486507	469953	529637	444099	549890	552903	519090	560447	529587	476091	408185	482378	524552	535850	522072
DE10B_HUMAN;DEN10_HUMAN	6394.13	6921.05	5825.06	7738.07	8122.81	8445.56	7591.84	5669.35	6655.49	8425.92	5738.61	6891.47	7903.86	6184.18	4973.81	7293.22	7340.16	8332.81	7077.64	8123.1	5900.96	6082.77	7468.86	4637.81	8001.96	7282.32	7001.31	5409.43	8375.55	8279.88
DEAF1_HUMAN	9920.33	9434.4	10805	10856.7	9172.63	13296.5	10833.5	12116.8	9624.31	9669.03	12124.7	10087.8	11719.1	10130.2	10999.5	8893.79	12695.7	12405	12387.8	13877.3	12980.8	11046.9	12643.4	8710.68	12028.4	9973.71	12806.8	9872.46	13076.4	12334.4
DECR2_HUMAN	13363.1	13003.4	14717.7	14602.4	12750.4	13883.3	13198.9	12668.7	12767.5	12101.1	11745.8	13341	15560.6	13754.1	13701.7	13079.1	13313.9	13231.4	13718.5	13892.9	13921.9	11658.9	13946.2	13897.7	15855.1	14471.6	12522	11705.1	14846.1	14759.3
DECR_HUMAN	78854.2	81914.7	89100	84379.6	84712.9	81357.3	78554.4	79031	86789.9	85282.8	85309.9	88520.5	84245.8	87265.2	97707.2	84024.3	80905.2	83407.3	83221.2	85693	98816.4	88213.5	92597.8	97362.7	80206.5	65627.5	80353.1	86920.6	89702	77450
DEFM_HUMAN	11605.6	10734.4	12333.5	10447.1	10543.1	9667.12	9106.4	11460.1	11806.3	11004.2	8459.65	10421.6	11593.2	11075.9	10525.9	8784.49	10115.3	11299.6	10041.9	9787.91	11615.7	9394.19	8656.51	13249.8	10154.7	11756.3	10418.5	10903.2	8831.59	10432.3
DEK_HUMAN	1680950	1788600	1725290	1761680	1891100	1699370	1738560	1878710	1835410	1835910	1911530	1985500	1849380	1915220	1742400	1790810	1708430	1934000	1705530	1715300	1843030	1990580	2056670	1965480	1467880	1711360	1759710	1895770	1676670	1841930
DEN2B_HUMAN	8917.15	11105	10743.5	9175.46	9580.64	10943.3	9274.38	10273.1	10192.4	9540.82	9868.17	9938.38	8143.19	8841.89	6863.34	9194.83	8381.3	8392.23	8975.46	10888.6	7715.05	9444.52	9071.8	9076.64	8926.49	7938	9518.74	7857.72	9459.96	9105.74
DEN6A_HUMAN	3951.64	3779.4	3270.89	3467.05	4518.12	3996.97	3919.52	3124.91	4362.59	4411.52	3653.82	5409.95	3426.67	4806.65	5234.35	5341.63	4791.57	3859.04	3655.81	4465.55	5406.87	4079.99	4371.72	5961.78	4696.58	2936.47	4139.45	5826.12	4249.85	4826.23
DENR_HUMAN	357392	334567	270886	403141	378887	354948	462995	331907	407275	390176	437098	415984	342981	328176	311741	429880	339768	375577	321074	292073	329997	385200	454694	443854	282986	443334	477326	391645	304371	395674
DEP1A_HUMAN	8872.18	7485.27	8672.66	8131.49	9570.7	7757.28	7757	7684.3	6648.25	8020.26	7518.05	7384.55	9695.25	12190.3	11884.6	11414.7	9867.75	10279.3	11017.1	12338.9	11064.1	12879.6	15316.9	8736.02	11290.1	8274.14	14300.3	12564.1	13741.2	11631.8
DEPD5_HUMAN	13868.7	13236.1	13382.7	12465.2	14427.2	13406.4	13514.2	14250.2	13907.4	12931.7	14030.3	10425.5	12404.6	14021.5	9859.13	13097.2	14911.5	10531.5	12406.1	13546.4	13306.1	13148.5	13541.7	10351.2	13937.5	13458.5	13633.7	15358	15089.3	12248
DERL1_HUMAN	12121.3	10827.9	7301.57	12638.3	10035.1	13153.4	10866.3	12165.9	15335.1	12828.5	12066.6	9241.07	8509.03	10825.1	7984.18	13628.5	11611.7	8652.46	6834.45	9433.6	9501.48	11101.9	7551.65	7638.33	10926.5	11339.1	15129	11759.5	12097.4	15052.1
DESM_HUMAN	564426	452724	411796	421062	314786	406579	462965	676402	490931	491011	400401	602921	325599	430628	395280	435912	489210	401756	446528	434831	360622	418548	311666	429070	463442	548341	446794	418958	347181	468234
DEST_HUMAN	46965.1	46129.2	50164.7	42702.9	47836.5	42943.6	43305.6	42710.9	34394.4	39556.5	35366.9	38666.5	48145.5	54925.5	44810.4	39213	45605.3	43878.8	51358.9	38116.8	36958.9	38167.2	39149.4	36750.8	42963.4	54169.9	42073.2	46140.7	41131.4	39128.7
DGCR8_HUMAN	24430.5	25374.7	25693.4	25502.3	26099.2	25198.3	24672.8	26760.2	25849.5	25161.7	25424	27122.6	25320.7	25503.4	25530.3	25225.2	26231.9	25379.6	26224	24873.1	26577.3	26133.3	26287.3	28007	24752.3	25874.3	24788.9	24006.9	25604.2	25031.5
DGKE_HUMAN	4396.59	5146.29	4268.03	3088.77	4072.21	2186.41	5335.29	4796.08	3551.06	3986.29	4086.99	4805.43	5306.35	5378.77	3929.59	3720.65	3306.4	3083.92	4118.73	3715.12	5553.65	3848.33	3336.81	3809.97	3819.22	3844.92	4856.46	4322.55	3342.05	3466.15
DGKZ_HUMAN	6647.95	7129	7862.9	8661.18	8602.31	8655.28	7153.66	8931.34	6484.21	8377.15	5465.11	7426.09	6854.07	7814.48	9206.87	5756.55	7195.62	6437.39	6516.63	8375.75	8457.45	7192.88	6858.19	7782.65	7875.55	7027.31	6205.3	8756.79	6428.28	8038.28
DHB11_HUMAN	37819.7	32488.6	36616.8	32600.1	30446.5	30520.4	34493.7	37241.6	32572.1	33693.9	32304.3	36733.2	33644.7	37509.2	33265.2	30837.9	33300.5	32244.8	34027.1	34581.3	31267.8	34844.9	32638.7	30047.7	38202.9	37022.2	32459.9	35058.1	35440	34187.1
DHB12_HUMAN	26189.4	24762.5	27133.8	24089.9	24046.2	16392.3	26417.9	19396.7	25601.7	19183.8	17036	21091.6	27230.6	23823	24904.6	22117.9	22886.3	22014.4	27164.2	19634.2	22661.8	17650.3	15613.2	22340	27681.9	31548.7	20234.6	24588.5	19395.9	17602.5
DHB4_HUMAN	136375	131475	146156	141684	142086	135105	138721	122687	139683	143799	150938	137009	149904	139764	160596	142573	133294	140749	136079	143579	165234	137496	159967	156794	143503	133057	139741	147696	141332	141649
DHB8_HUMAN	12068.2	NA	NA	NA	NA	7018.27	NA	18499.3	9071.54	12347.4	NA	NA	13925.5	20635	NA	9716.43	NA	19758.4	11450.2	NA	NA	16036.1	18420.7	29608.6	9651.67	9581.67	10217.8	18854.2	NA	NA
DHC24_HUMAN	30285.5	28176.7	33450.6	24709.5	28239.6	26755.9	32334.8	25838.9	31444.8	27445.5	26527.3	32114.2	31643.6	31048.4	28635.8	26665.2	31639.7	28565.2	28337.3	30258	27876.5	25939.5	25890.5	31923.8	34293.5	32168.6	27500	27885.9	28279.6	29217.2
DHCR7_HUMAN	38508.7	40863.4	40245.5	34111	33645.5	34139.2	33915.7	39546.1	40627.1	36547	26517.4	38027.5	35647.9	36281.5	32415.5	34423.7	41282.3	35948.6	34561.3	35795.9	31953	35731.9	28240.7	30818	40079.4	43251.3	34155.6	32678.7	34015.5	33927.1
DHE3_HUMAN	596807	699038	605531	607014	646413	664819	637385	651255	629177	625607	549177	635912	740144	580362	661660	545761	604910	647300	678027	622323	665818	647909	672437	686937	543273	628932	585963	547572	619970	569377
DHRS2_HUMAN	1584.32	2177.24	2258.09	1683.4	1535.6	2156.75	2109.34	2736.29	2212.9	1804.51	2357.53	2471.7	2160.68	1908.05	2177.87	2042.42	2446.71	2243.97	2225.9	2603.01	1980.94	2189.25	1686.88	1675.35	2159.3	2294.19	2320.15	1516.34	2486.63	2577.88
DHRS4_HUMAN	20676.6	20254.7	17124.1	21008.1	17997.2	18997.3	22848.1	20159.8	20601.1	17334	18527	17950.8	19491.1	21721.6	21708.9	24021.2	17488.6	18095.6	17793.7	14163.6	20500.4	19485.5	21127.8	23040.7	16479.3	21831.2	20292.8	16566.7	18331.4	15216
DHTK1_HUMAN	2706.81	1533.54	2647.91	2995.85	2294.39	1857.39	3327.03	1709.59	1985.54	1793.08	945.101	2368.9	2687.85	1503.82	3127.55	2050.61	2718.01	1981.26	2470.19	2842.01	2388.41	2333.46	1115.19	1782.27	3077.39	2594.7	1672.2	1876.88	2197.95	1518.13
DHX15_HUMAN	675474	724615	734915	719392	734718	714844	707061	711809	719972	722062	731043	740733	749660	736792	790790	661468	717050	744798	710032	716218	797547	760219	776493	779202	672870	675450	676441	728806	713338	702643
DHX16_HUMAN	69752	68897.8	76129.3	72391.6	75567.8	71328.3	68035.2	70013.5	71248.5	70850.3	75396.4	71496.9	74552.5	78301	81125.6	73155.5	72832.4	75335.5	74443.7	76086.5	80128.7	76848.8	79943.5	81858.3	75501.8	69745	73425.6	77705.6	76984.7	74810
DHX29_HUMAN	77191.7	82199.6	86215.2	79996	85238.5	79832.1	76004.5	73526.8	80843.5	85426.8	84593.5	80918.2	82463.1	80651	88060.1	78545.7	77937.1	85885.7	83669.9	87429.8	86833.9	84299.4	86699.5	81323.2	80884.8	74231.5	80239.6	84541.5	89658.4	87544.6
DHX30_HUMAN	55442	59155	60632.1	56579.2	59509.1	56836.1	56510.5	53674.4	58744.4	55119.9	57426.2	55351.4	63267.1	60791.6	66786.6	61462.5	58638.2	62283.6	63005	63334.4	62149.5	62952.5	63207.1	60548.6	61820.6	59112.3	62231.1	63687.8	66836.8	61027.2
DHX32_HUMAN	7881.09	7128.36	7172.11	8022.39	7041.56	6770.08	8290.64	7111.8	7437.1	7118.24	6356.43	7854.78	7674.71	6535.19	6833.55	7378.74	6496.03	7010.83	7582.86	6217.21	7060.88	6611.06	5363.19	4789.84	7661.94	7543.42	7525.42	6946.74	5782.98	6527.13
DHX33_HUMAN	40871.8	43142.9	42737.8	42769.6	42041.2	42858.2	44076.4	43984.2	44766.8	43095.3	46693.1	46221.4	39247.6	41965.8	40658.9	42127.8	42040.6	43632.4	40454.5	43534.8	42877	45355.4	43611.2	44524.9	40888.5	40386.4	39726.8	44183.5	42593.9	42356.7
DHX34_HUMAN	23057	25166.1	26496.9	26233	25219.6	27102.6	25185.1	24314.4	25059.6	26166	27386.2	24574.9	24202.2	25416.2	26280.5	26100.5	25763.1	27031.3	24519	26106.6	26133.5	25401.5	25363.6	24496.1	26487.8	23714	24747.6	25729.5	28106.2	26573
DHX35_HUMAN	49100.4	50516.4	50039.3	50586.2	53588.1	51511.7	49156.2	48409.4	49434.9	53434.3	54250.1	51937.2	51675.5	52063.6	57329	50892.3	52216.3	52790.6	47988.4	55296.6	56103.5	53011.2	56100.4	54623.5	49385.4	45163.5	51079.6	54544.5	52802.6	52073.5
DHX36_HUMAN	57217.4	61312.2	65657.1	59090.2	62274.6	61238.6	59678.6	60224.4	61017.7	60167.1	60238.9	60378.3	63776.6	64350.1	62661.3	59990.3	60698.6	61719.8	63179.9	62950.2	61809.8	63635.8	64677.9	62905.8	58165.7	58333.2	63622.4	62190.8	63029.8	59556.3
DHX37_HUMAN	111205	113477	122615	116335	117470	114313	107481	105326	114926	115462	125743	112426	111886	114061	119010	116954	108231	112639	105713	117794	114812	113535	120459	112012	117828	102364	110156	110760	125115	118249
DHX40_HUMAN	42208.7	41380.8	47802.5	44556	47086.3	44998.4	43302.6	42204.7	46648.1	45642.4	49297.2	46246.3	45776.9	47205.6	47126.1	45824	43473.6	47420.1	42193.8	47142.9	46250.2	46574.5	48319.1	44788.9	46183	41740.2	43826.2	46267.9	48635.6	46435.1
DHX57_HUMAN	52562.9	54988.3	58142.5	56933.2	57971	60150.4	56564.9	51424.5	57068.4	56414.9	55432.5	54821.4	58177.3	52484.7	56536.7	56126.5	57661.5	58448.9	54883.5	60255	57583.6	56801.6	59411.4	54906.2	54034	51513.7	58225.8	56916.4	62543.4	57832.8
DHX8_HUMAN	62361.1	63247.4	66351.4	66549.4	64438.6	67546	63580.5	61046.6	64077	63980	70897.3	62547.5	69209	68110.6	71863.3	71369.4	65306.3	67156.8	66374.3	70005.1	69043.9	65235.8	70358.8	68822	70026.1	62737.5	68161.3	67456.5	71867.1	69708.2
DHX9_HUMAN	988111	993267	1101820	986305	1056300	1007700	946412	983901	1052620	1051140	1182550	1056640	1027830	1108340	1153900	1056790	966079	1073800	973827	1095640	1132080	1109730	1151860	1126980	1067470	898410	999662	1098080	1122160	1102610
DI3L1_HUMAN	8347.73	10010	9409.12	9071.19	8450.03	10818.4	7668.06	9575.83	10775.1	9176.31	9110.84	11089.1	8417	9830.13	9215.54	9276.13	9922.33	10702.3	8626.06	9458.5	9618.75	8355.36	10235.7	7036.11	9772.81	11699.9	9522.21	10745.5	10389.1	10157.9
DI3L2_HUMAN	18619.8	20810.9	18604.6	18959.9	19750.3	19461.1	19218.8	16979.2	18966.7	16769	15926.9	16381.5	20638.1	17478.7	20727.9	19445.4	20254.2	17547.4	18723.8	17881.2	14751.1	15622.1	15042.3	14309.4	17894.3	20902.2	19083.6	16251.2	17260.4	16040.1
DIAP1_HUMAN	10146.2	10001.9	10181.2	9238.99	9710.89	8398.63	10036.6	9568.6	8923.74	10178.6	9176.5	8969.13	9789.39	9874.79	10261.2	9501.63	11345.2	9696.53	10227	9610.31	8520.94	10469.5	9229.42	8784.47	9875.71	11715.1	10203.3	9892.76	8502.06	9670.18
DIAP3_HUMAN	27699.7	24957.3	25614.6	23339	23542	24318	22946.9	24624.4	25458	26940.7	26392.1	25527.4	25328.6	25707.8	26709.2	25206.6	27587.9	25012.2	27095	30273	23513.2	27000.4	27069.6	22915.2	27838.4	24108.3	22060.2	27149.4	27579.1	27566.7
DICER_HUMAN	19071	20216.1	20614.7	18952.3	21468.8	20657.1	20300.9	20275	20314.8	21032.3	19432.1	19911.7	19373.2	19275.1	20605.9	18642.4	19781.7	21474.5	20313.3	22001.3	19024.3	20565.4	19425.1	18743.6	18869.7	18620.1	20254.5	20387.5	20105.9	19778.6
DIC_HUMAN	6519.2	4850.8	5631.74	5509.44	4947.88	7025.78	4938.55	6562.15	6602.36	5254.4	3931.42	4884.37	5008.52	5279.9	4980.16	4546.7	5541.56	5535.23	5202.24	5033.18	5412.51	4849.28	4733.74	5006.86	5600.41	4427.24	5801.95	4828.03	4837.38	6856.24
DIDO1_HUMAN	137688	141794	145443	143588	138758	138569	141542	149900	142499	152343	146767	136849	149101	148435	150348	157586	136830	137095	140914	130428	147782	143911	144362	146925	139898	149967	138541	145689	135189	148379
DIK2A_HUMAN	5153.57	5330.76	6206.93	6745.07	4746.54	5750.68	5517.71	7155.17	5776.39	5809.61	5517.66	5191.59	6856.33	7682.58	6628.91	6876.91	7840.47	9038.38	5715.07	7846.17	5320.02	6303.58	7065.24	5494.83	5815.68	7554.34	6129.48	6588.15	6043.81	5444.75
DIM1_HUMAN	58254.4	56769.3	63828.3	60778.6	62462.6	59636.2	56947.9	53782.8	64896.8	61678	68633.9	61811.6	61604.3	60749.7	62380	61233.6	57249.8	60062.2	58110.8	65213.6	58038.2	60448.8	62612	59846.3	67059.4	54170.8	61610.5	65140.9	71874.3	64188.9
DIP2A_HUMAN	5163.92	7327.85	5953.8	5055.33	6280.89	5011.46	5805.99	5983.08	5540.64	6114.4	5710.01	5908.23	7054.54	6176.22	5362.89	4257.18	6562.32	6028.55	6118.46	7457.58	6888.7	6494.33	6706.36	6307.64	6932.45	5898.51	5924.9	5897.05	5636.45	6372.33
DIP2B_HUMAN	8490.98	8115.45	8535.6	9624.93	10003.5	8733.59	9250.63	8776.75	8921.81	9031.82	8935.97	8750.41	8701.1	8486.08	10950.5	9889.59	10331.7	11693.5	9488.07	10293.5	10531.1	12053.2	9984.78	10227.3	9348.81	8739.73	8861.87	8598.71	10788.4	10136.3
DIXC1_HUMAN	21273.7	21767.5	17978.2	17255.7	18561.3	21223.8	23200.9	20557.3	22277.1	18885.9	21511.6	20293.5	21692.9	19069.3	19165.1	18667.5	22883.7	18281.1	16217.8	19728.8	22243.3	19897.5	17159.5	16980.4	19334.3	21732.3	20008.4	20949.6	17326.5	18764.9
DJB11_HUMAN	91896.8	84616.3	89134.2	99104	94085.4	96525.3	100878	98269.5	101936	99744.4	94468.2	100727	96378.4	90465	87487	96270.5	99844	96695	100034	99836	88976.2	99739.5	97151.6	93756.7	88990.2	94729.1	96827	93407.2	92434.6	107929
DJB12_HUMAN	9024.61	7370.54	7163.1	6099.94	6238.96	7297.66	7094.41	6505.91	7103.76	7439.41	6141.09	6961.62	7352.15	9345.6	7585.27	5314.53	7359.08	7419.02	6730.8	7299.44	7390.6	6991.61	6712.28	6848.89	6145.66	7327.14	7220.47	6327.36	6026.95	8101.94
DJB14_HUMAN	17629.1	16770.1	17829.9	16489.9	13867.3	15955.2	18769	16982.4	18406.2	19380.8	14230.7	15355.5	13837.4	19324.4	16924	18339.1	17293.8	15761.4	20270.6	17454.9	15591.6	17091.8	15280.9	17119.9	18866.6	20704.5	21116.7	14888.3	17811.7	17053.6
DJC10_HUMAN	67687.5	67020.9	70449	63032.4	65765.3	67807.3	65154	68852.5	67382.4	65412.8	70008.1	66967.4	68329	67570.5	68396.5	66130.1	62801.6	67299.9	64068.2	66856.6	65429.2	66440.3	63563	64834.5	68360.4	62979.9	63495.2	65547.7	72885.4	69131.2
DJC11_HUMAN	31199.7	21454.6	23835.2	18979.4	17623.2	17368.7	19141.5	26296.4	26309.7	22777.4	18231.4	29358.3	19064.2	26335.3	24586.6	21328.2	24720.8	21514.8	22352.6	26068.5	23010.2	23531.2	17974.1	22162.2	26752.3	24348.9	25171.1	26390	20210.7	26527.1
DJC13_HUMAN	32270.2	29380.6	29686	26695.2	29234.1	30015.1	29338.2	31449.3	31460.5	28207.3	27403.1	30541.6	29264.9	31107.5	29420.3	30333.5	31907.8	30782	30128.4	32624.3	26976.7	30391.3	29084.1	27939.5	31794.6	30656.4	31895.2	30487.6	32874.1	33367.4
DJC16_HUMAN	29698.2	28455.1	28759.2	24500.7	27101.7	26495.8	28860.8	30416.5	30445	28552.3	26210.9	27273.9	26837.6	27601.6	29742.5	26764.6	28533.1	30990.6	28119.2	28318.3	27539.9	31083.2	27387.9	25458	29082.6	32416.5	29429.5	28834.3	29790.8	31615.6
DJC17_HUMAN	73186.3	64524.8	52988.1	88145.6	74169.9	77531.5	95911	69273.9	87444.7	90189.4	84599.1	94055.5	60309.7	64236.6	57617.2	102436	76428.6	75078.9	68888.7	62697.4	64222.3	85002.5	93317.5	89167.2	53863.5	81983.8	103154	84045.5	61803	100994
DJC21_HUMAN	15349.9	15724.3	13155.7	17954.2	16106.7	16062.7	17591.7	15308.4	18133.7	17413.4	15136.2	16020	17295.8	16873.2	15531.9	19651.6	15556.6	16782.5	15133.4	15443	14363.9	16116.2	15474.4	14884.9	14110	16644.3	18577.5	15644.8	17011.8	17375.1
DJC25_HUMAN	7953.74	7885.91	8755.13	9432.23	5064.18	9270.88	5351.37	8208.11	11717.7	9902.23	6686.39	5227.05	6671.04	8994.66	7659.16	9939.67	10055.8	6547.16	10695.8	10100.3	6474.39	8361.41	8377.58	8329.16	10182.1	8940.63	8608.19	8077.41	10342.7	8767.15
DKC1_HUMAN	373131	388537	371842	374149	383046	385523	368592	396050	367869	381915	392253	390803	372871	356672	358107	346576	387570	379581	370195	378131	351803	389747	386007	371258	362496	339371	336079	353121	361722	375188
DLDH_HUMAN	31811.1	26195	23017.2	38344.1	29649.9	33542.4	50564	32498.4	39240.6	41519.3	36619.4	39556.2	27856.5	29738.7	24655.5	40930.6	33703.6	28632.1	32969.8	33810.2	23149.3	39982.9	36959.1	31131	28948.8	32935.7	47024.7	32446.6	32782.4	41003
DLG1_HUMAN	47156.8	45032.3	42962.3	46723.5	45410.1	45863.2	46501.7	45989.7	47086	47643.8	43930.6	44121.4	43671.9	47722.9	45918	45607.8	44377.8	47425.7	44266.7	44911.7	42633.7	44140.2	45644.6	46948	46555.6	45689.6	45323.1	42881.7	45817.7	46009.3
DLG3_HUMAN	5631.93	5477.25	4667.85	4294.56	5479.62	4213.28	5864.1	5444.87	5388.4	5161.49	5207.01	5924.46	4732.44	5526.59	6518.02	7372.28	5648.03	6451.03	4909.15	5567.16	5953.99	6488.21	7117.46	6767.03	5280.67	5482.71	7064.16	8176.62	6659.57	5421.46
DLG5_HUMAN	14092.7	13730.2	14175	13193.1	14100.1	12999.7	12353.5	13231.8	11572.7	13165	12351.8	13784.6	13711.1	13023.8	12190.3	12573.3	12554.6	13152.8	13357.7	15025.4	15023	15082.1	14877.8	14814.2	13573.7	11977.8	13534.6	14341.6	13678.7	13197.6
DLGP5_HUMAN	8312.07	8157.29	7830.73	8341.16	8175.04	8377.41	7894.12	6509.07	7575.6	7381.04	8326.41	7280.91	11070.8	9350.92	10754.1	8466.18	8268.19	8346.38	8931.95	6725.29	9233.51	8999.08	8586.19	9906.85	8972.71	10215.5	8317.33	10319.2	6863.12	8370.3
DLRB1_HUMAN	1193.84	2338.41	1820.65	2490	1873.4	1717.52	2463.72	2385.15	2424.79	1618.63	1798.96	1519.97	1573.46	2042.96	1429.39	1680.56	1733.01	1719.16	1610.69	2456.86	1352.46	1268.5	2030.41	1718.8	1242.61	1718.14	2050.22	1873.76	3115.66	1340.02
DLX1_HUMAN	8757.82	8933.11	6839.09	7470.74	6176.27	7199.27	6868.27	5471.28	6696.31	5413.69	4962.79	4984.62	7646.1	8312.4	5761.58	6930.54	5662.12	5687.98	6774.77	5869.03	3676.71	5627.94	4417.16	5296.35	7799.68	9258.16	7080.4	6483.52	7512.73	6866.22
DMAP1_HUMAN	97925.5	99183	107935	95082.9	103514	100867	97505	102419	96012.4	99248.4	109890	97472.9	101627	108090	109650	104876	104109	108847	106233	106975	109056	106211	104922	107146	107061	103846	101113	105053	103522	106420
DMD_HUMAN	14769.8	13085.7	15169.6	12714.2	13445.8	10482.5	14134.4	14390.1	13003.6	12612.2	12499.7	14231.3	11962	14204	16155.7	11439.2	12554.6	11730.7	11385.6	13642.7	13062.7	11451.9	13608.4	9412.31	10726.8	9898.06	10152.7	13339.1	10668.4	11140.3
DMRT2_HUMAN	12540.4	12053.2	11290.2	11451	14246.5	13050.1	10793.5	12657.1	13183.9	11261.6	16110.3	17907.1	3264.01	4545.19	5750.39	5416.44	5020.62	4922.75	3074.3	4951.4	5463.71	4437.05	5648.83	6615.59	4738.51	5136.21	3961.78	3257.64	3607.23	5274.5
DMTA2_HUMAN	54243.4	56571.9	45064.8	49674.4	49286.5	48893.6	53301.5	48947.6	50520.5	46802	42091.1	43901.2	42040.3	40060.9	44260.8	38080	43157.8	36880.6	50882.1	38155.8	29113.3	38113	29918.4	32218.1	42070	48949.2	43386.6	36379.2	40584.8	39222.6
DMXL1_HUMAN	8395.17	4728.62	6774.75	7554.02	6624.87	6282.64	8256.45	4540.71	7163.91	6909.28	6069.36	7586.72	6895.67	6848.17	7377.57	6634.91	6917.04	7809.49	5863.82	6655.18	4528.47	5803.96	6481.92	4923.01	7430.7	6393.49	6875.07	5614.9	7423.67	5853.9
DMXL2_HUMAN	1347.65	1396.24	1191.6	1475.56	1193.58	1108.36	1144.99	NA	1343.77	1062.63	864.209	1528.18	1311.61	1719.22	1409.73	1072.35	1209.34	953.622	839.323	1230.66	1414.23	953.323	1290.26	1851.72	1066.07	1373.38	660.547	1955.75	1459.88	1644.02
DNA2_HUMAN	4268.77	4373.06	4585.95	4684.51	5989.68	3998.08	4714.64	4322.74	4041.06	4166.92	4736.15	4890.58	4929.92	4592.11	5026.35	4696.24	5112.09	4979.02	5248.65	4992.94	4559.11	3948.27	5118.94	3914.69	5403.52	4722.97	4468.32	5770.58	5251.9	5166.33
DNJA1_HUMAN	123696	117762	116077	123229	111012	114022	124734	116634	137922	117424	107746	124739	128830	133869	126875	150502	122748	121439	138350	124146	129434	125652	119054	125986	130859	140797	146841	132634	139795	133525
DNJA2_HUMAN	178483	162916	158346	169045	154782	169003	174464	162699	189737	166505	151118	164855	159455	164064	153429	185425	177851	150239	178015	176020	152825	159911	155697	160009	179380	184389	183409	157491	171423	178489
DNJA3_HUMAN	128604	121740	121105	121500	114159	118556	125288	129716	120900	117736	109040	127198	123652	122946	125790	120168	125220	121614	117137	121434	124253	120993	119668	121342	129082	132899	121728	117706	116571	123775
DNJB1_HUMAN	83635.1	75667	79608.7	95593	88941.3	85846.8	95670.5	81374.2	97750.6	97250	96700.3	98434.8	84440.8	89771.9	83675.8	105901	81833.1	83853.5	81683.4	77299.1	83991.5	97025.1	101011	109532	88382.7	90033.9	99854.9	99580.2	85445.6	95672.6
DNJB4_HUMAN	35171.7	31923.8	35379.6	36949	37168.3	32184.3	35452	32337.5	37484.6	39045	37654.8	36942.2	33181.8	36100.7	36884.9	28257.7	30169.5	35033.6	31392.1	33993.4	39822	37609.7	32959.9	36352.6	34049.6	34381.9	31282.2	34185.3	28939.6	35256.5
DNJB6_HUMAN	17520.5	17428.3	15607.7	14760	15766.4	12567.5	14646.3	12700	14804.3	12372.3	11771.2	15110	14818.5	14541.2	14756.4	12976.2	13243.6	14738.6	16284.7	14421.7	16208.7	13382.2	14388.4	14738.9	15356.1	15547.4	14019.7	14971.6	13200.9	13666.9
DNJB9_HUMAN	6124.74	5509.37	7744.68	5138.19	4890.11	7371.85	7285.77	7342.57	6388.61	5647.33	5196.93	6034.3	5606.5	6466.68	4901.58	5524.12	5689.05	5082.69	5904.77	5345.1	5921.58	7447.94	6514.04	8124.43	8479.46	7833.78	6027.24	6576.89	4672.61	4995.1
DNJC1_HUMAN	9464.85	9265.65	7820.05	8720.27	8598.95	9209.43	8253.15	9520.91	8528.18	9073.26	9300.31	8164.73	10401	9545.8	10281.8	9919.49	8849.64	10562	11007.3	8369.77	11152.1	9141.24	10309	9243.75	10378.9	10562.4	9575.28	9008.46	9950.01	8199.26
DNJC2_HUMAN	153312	170782	152556	160845	167009	173181	156649	159234	158107	158465	143483	147069	166010	145738	152517	151677	169287	156866	165471	165305	147803	151846	161262	151300	153865	166177	163668	147276	157301	158925
DNJC3_HUMAN	127952	135103	117819	125116	124647	124585	130046	129668	125922	122795	120436	121047	132155	126826	129438	128126	117375	123944	127483	114749	118602	128470	118728	134463	112655	133835	117136	110501	124904	121081
DNJC7_HUMAN	68131.5	67911.5	67248.5	67985.8	71883	63419.5	68222.3	63881.2	65705.1	63147	67355.7	64195.9	71520.8	66313	75686.9	62186.7	69688	70224.8	67809.3	67857.8	74520.7	64507.8	68817.4	71389.1	68776.9	71377.1	62165.7	64427.2	61668.6	65917.2
DNJC8_HUMAN	205845	180736	153435	202198	194889	163773	215079	156057	185156	181472	193944	193860	179879	176546	181731	212273	161316	160864	174022	129081	167949	163414	199020	206825	156947	240798	226558	207155	135271	178326
